subset,source_file,output_file,signal_type,active_joint,amplitude,frequency,combo_index,segment_id,duration_s,row_count,hold_s
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg1-17.csv,gaussian,-1,0.0,0.0,-1,1,0.990111589,100,0.997921457876173
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg1-17.csv,gaussian,-1,0.0,0.0,-1,2,1.75989628,177,1.7654754853172159
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg1-17.csv,gaussian,-1,0.0,0.0,-1,3,1.77011013,178,1.7735083130047533
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg1-17.csv,gaussian,-1,0.0,0.0,-1,4,2.74991202,276,2.7556455017943957
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg1-17.csv,gaussian,-1,0.0,0.0,-1,5,2.72000289,273,2.72547003365853
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg1-17.csv,gaussian,-1,0.0,0.0,-1,6,1.20999908,122,1.2194396715795455
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg1-17.csv,gaussian,-1,0.0,0.0,-1,7,2.23000479,224,2.2363732142939172
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg1-17.csv,gaussian,-1,0.0,0.0,-1,8,3.79000306,380,3.7946760657993024
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg1-17.csv,gaussian,-1,0.0,0.0,-1,9,0.860006809,87,0.8615592453019218
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg1-17.csv,gaussian,-1,0.0,0.0,-1,10,1.92989993,194,1.9308607421282884
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg1-17.csv,gaussian,-1,0.0,0.0,-1,11,1.37021446,138,1.3743475990583298
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg1-17.csv,gaussian,-1,0.0,0.0,-1,12,1.50013232,151,1.5002157241040464
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg1-17.csv,gaussian,-1,0.0,0.0,-1,13,2.61005187,262,2.613061903494816
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg1-17.csv,gaussian,-1,0.0,0.0,-1,14,2.57997108,259,2.5869406412861062
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg1-17.csv,gaussian,-1,0.0,0.0,-1,15,1.10014439,111,1.105905016213906
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg1-17.csv,gaussian,-1,0.0,0.0,-1,16,2.50995708,252,2.5120578720181284
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg1-17.csv,gaussian,-1,0.0,0.0,-1,17,1.71987677,173,1.7254888590070803
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg19-47.csv,gaussian,-1,0.0,0.0,-1,19,1.25995731,127,1.268618118353414
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg19-47.csv,gaussian,-1,0.0,0.0,-1,20,3.76085806,377,3.7691480705293383
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg19-47.csv,gaussian,-1,0.0,0.0,-1,21,2.11276364,212,2.117609024027143
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg19-47.csv,gaussian,-1,0.0,0.0,-1,22,2.61979055,263,2.625414828695522
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg19-47.csv,gaussian,-1,0.0,0.0,-1,23,3.32998133,334,3.331021804805129
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg19-47.csv,gaussian,-1,0.0,0.0,-1,24,2.82993937,284,2.8346786297928803
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg19-47.csv,gaussian,-1,0.0,0.0,-1,25,1.89988852,191,1.904078401533634
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg19-47.csv,gaussian,-1,0.0,0.0,-1,26,2.44988775,246,2.4599463900117398
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg19-47.csv,gaussian,-1,0.0,0.0,-1,27,2.06006694,207,2.068741351777251
p050,../../uan_dataset/uan_exp2_gaussian_20260523_162921.csv,real_data/exp2_subsets/p050/uan_exp2_gaussian_20260523_162921_p050_seg19-47.csv,gaussian,-1,0.0,0.0,-1,28,1.66006088,167,1.6696732557630038
